Column1;Column2;;Number of tweets;Number of persons who have tweeted this many times
@MMAFayce;1;;;
@MN_Populist;1;;;
@MNageswarRaoIPS;1;;;
@MPSS_Udaipur;1;;;
@MRobertsQLD;9;;;
@MSNBC;1;;;
@MSS3RosaFerreum;1;;;
@Mac5411;1;;;
@MacScotland4;1;;;
@MackMurder1;1;;;
@Madonna;2;;;
@MaggieL;1;;;
@MailOnline;1;;;
@MalacoDeed;2;;;
@MalcolmNance;1;;;
@Malforian;1;;;
@MamaSancocho;1;;;
@Marble300;1;;;
@MarcelElliot;1;;;
@March4LifeUK;1;;;
@MarcusDAurelius;1;;;
@Marcusgibson;1;;;
@MarioFratto;4;;;
@MarioNawfal;10;;;
@MarkELacey;1;;;
@MarkMobile68;1;;;
@MarkReagan42;6;;;
@MarketWatch;1;;;
@Marriv;1;;;
@Marsha579L;1;;;
@MarshallCd;5;;;
@MartinBrampton;1;;;
@MartinCocker5;1;;;
@MartinJBern;2;;;
@Martina;1;;;
@MartyMakary;1;;;
@MartyTa94849826;1;;;
@MaryHil89111508;1;;;
@MasilelaDr;1;;;
@MattThiessenNT;1;;;
@MattWallace888;3;;;
@MattWalshBlog;3;;;
@MattZeitlin;1;;;
@Matt_Clough;1;;;
@Matt_Dillahunty;1;;;
@Matt_GS;3;;;
@Matt_Presents;2;;;
@MattehMCFCC;1;;;
@MatthewCappucci;1;;;
@MatthewLauseng;1;;;
@MatthewSmolen;1;;;
@MatthewStadlen;1;;;
@MatthewWielicki;34;;;
@Maureen06180024;1;;;
@MayorByronBrown;4;;;
@MayorofLondon;1;;;
@MayraFlores2022;2;;;
@McFluffinx;1;;;
@McQueen2134;1;;;
@McSouness;1;;;
@McgibneySteve;1;;;
@MedBennett;12;;;
@Mediaite;1;;;
@MediumGrace;1;;;
@MelissaJPeltier;2;;;
@MelissaUSAIs1;1;;;
@Meltingm8;6;;;
@Melvin_Deeply;1;;;
@MendlovitzMark;1;;;
@Meowstyx;1;;;
@MercedesBenz;1;;;
@Merry_Hippie;3;;;
@Met4CastUK;2;;;
@MetEireann;1;;;
@MetalSD_68;1;;;
@MexicanGasoline;2;;;
@Michael71718318;4;;;
@MichaelALaFond;2;;;
@Michael_D_Crow;8;;;
@MichelleMaxwell;1;;;
"@MichelleObama""";1;;;
@Miguel198522;1;;;
@MikeBetts43;3;;;
@MikeCrispiNJ;3;;;
@MikeDel21893959;3;;;
@MikeDrucker;1;;;
@MikeHudema;14;;;
@MikeKee98757989;1;;;
@MikeMasco;1;;;
@MikeWel61647760;1;;;
@Mike_P_Williams;1;;;
@MileHighRobert;1;;;
@MindyNL79;1;;;
@MingleDandy;1;;;
@MiniMooJack;1;;;
@Mining_Atoms;2;;;
@Miss_Patriciah;1;;;
@Missy8008135;1;;;
@MissyLeroy1;1;;;
@MistressRedWasp;3;;;
@Mistress__Lucy;1;;;
@MitchBenn;1;;;
@Mj56977327;1;;;
@MlamliMjambana;1;;;
@MmabathoGP;1;;;
@Moderna5G_666;3;;;
@ModestMama_;1;;;
@MohitMishra5735;1;;;
@Moisttoiletseat;1;;;
@MollyGambhir;1;;;
@MollyJongFast;1;;;
@Mon4Kooyong;1;;;
@MonaAmbegaonkar;1;;;
@MonaKAbdi;1;;;
@Monica_Corgan_;1;;;
@MonierPhd;1;;;
@MonkeyMyBack;7;;;
@MontyMontana22;1;;;
@Morcia;1;;;
@MoreTadpole;3;;;
@Morpheusresist;1;;;
@MoskovichDaniel;1;;;
@MrChiTown76;1;;;
@MrDanZak;6;;;
@MrGWharton;1;;;
@MrLarsonsFoot;3;;;
@MrMatthewTodd;14;;;
@MrOverpaid;1;;;
@MrWinMarshall;1;;;
@Mr_W_Smith;1;;;
@Mrgunsngear;2;;;
@MrkStdngr;1;;;
@MsAvaArmstrong;1;;;
@MsBananas_;1;;;
@MsCharlotteWWE;1;;;
@MucusMucous;1;;;
@MuellerSheWrote;1;;;
@Mugabedavidjuni;1;;;
@MuroCrypto;1;;;
@MurphyFergusonn;1;;;
@MurphyYuiko;1;;;
@MuskUniversity;1;;;
@MuzzaMac1;1;;;
@MyChickenDinner;1;;;
@MyQuestion17;1;;;
@MyRadar;1;;;
@MyRadarWX;2;;;
@MyStateline;1;;;
@N3S73;5;;;
@NAC3035;1;;;
@NASA;5;;;
@NASAGroundSys;1;;;
@NASAHubble;1;;;
@NASA_Orion;1;;;
@NBCNews;2;;;
@NFAKeemzus;1;;;
@NFL;1;;;
@NFT_Awareness;3;;;
@NLRebellion;1;;;
@NOAA;2;;;
@NOELreports;1;;;
@NOS;1;;;
@NPR;3;;;
@NSACyber;1;;;
@NSAGov;1;;;
@NTVNewsNL;1;;;
@NWS;1;;;
@NWSBUFFALO;1;;;
@NWSSaltLakeCity;1;;;
@NYPDretiredHV;1;;;
@NYTBen;1;;;
@N_Williams9000;1;;;
@NanHayworth;1;;;
@NannyBananna;1;;;
@NaomiLWood;3;;;
@Narvuntien;6;;;
@NashvilleDeeDee;1;;;
@NatCounterPunch;1;;;
@NatStClair;1;;;
@Nate_McMurray;1;;;
@NatesWright1306;2;;;
@NathanIHarris;1;;;
@NationAfrica;1;;;
@NayandipRakshit;1;;;
@NayokaMartinez;2;;;
@Ndaire_;1;;;
@Neoavatara;1;;;
@Nerienis;1;;;
@NewNormality20;1;;;
@NewYorker;1;;;
@NewfMom29;1;;;
@News12NJ;1;;;
@News24;1;;;
@News_8;1;;;
@NewshubNZ;1;;;
@NewsroomPtvW;1;;;
@Nguyen_anime3;1;;;
@NiMingda_GG;1;;;
@NicTrades;3;;;
@NickAdamsinUSA;4;;;
@NickLaparra;1;;;
@NickRiccardi;1;;;
@Nickidewbear;1;;;
@NickyRossDaBoss;1;;;
@NigelNelson;1;;;
@Niggledom;1;;;
@NikolovScience;7;;;
@NiusMarco;1;;;
@NobaconEgbert;1;;;
@NoelTurner194;12;;;
@Nomad_1x;8;;;
@Northern_Health;1;;;
@NosihleG;2;;;
@NotaDorR1;1;;;
@NowTechnicolor;1;;;
@Nowheremaam;1;;;
@NurseRatched84;2;;;
@OPB;2;;;
@OPIRlife;4;;;
@ObHerr;1;;;
@ObamaFoundation;1;;;
@ObedArchimedes;1;;;
@OccupyDemocrats;2;;;
@OculumLabs;1;;;
@OdinSkoll;1;;;
@Odoyle1201;1;;;
@OffGridTech_net;1;;;
@Officialneha;1;;;
@OldMechanic2;2;;;
@OleanderPlume;1;;;
@Oletros;1;;;
@OliveOwl6;1;;;
@OneLove1P;1;;;
@OptimaILiving;1;;;
@Oriental8888;1;;;
@OriginalDavidL;1;;;
@OriginalGoalie;3;;;
@Othersideofmoo1;1;;;
@OwdAlbert;1;;;
@OwenJones84;2;;;
@OwlUnholy;1;;;
@OzraeliAvi;13;;;
@PAMGRIGGS308;1;;;
@PCKJ3627;1;;;
@PFMGolf;1;;;
@POTUS;33;;;
@POTUS.;1;;;
@P_McCulloughMD;1;;;
@PacoCuatroBurro;1;;;
@PamKeithFL;1;;;
@PamelaHensley22;1;;;
@Paolo0755;1;;;
@PapiTrumpo;2;;;
@PaprikaLady;2;;;
@ParikPatelCFA;1;;;
@Partisangirl;1;;;
@PatriotCharles;1;;;
@PaulC05029823;1;;;
@PaulChapman3769;1;;;
@PaulEDawson;1;;;
@PaulHut91434196;1;;;
@PaulSkallas;1;;;
@Pedro_Pistole;1;;;
@PekingEli;1;;;
@Pepevineyard;3;;;
@PerAhlberg1;1;;;
@PerKurowski;3;;;
@Perpetualmaniac;7;;;
@PeteButtigieg;1;;;
@PeteLiquid;1;;;
@PeterDClack;28;;;
@PeterHotez;1;;;
@PeterSchiff;1;;;
@PeterSweden7;12;;;
@Peterjonsey;3;;;
@PetreSolheim;1;;;
@Phallica5;1;;;
@PheonixRising50;1;;;
@PhydellaLL;5;;;
@PickardJE;1;;;
@Pickles80936045;6;;;
@PierrePoilievre;1;;;
@Pinchekev1;1;;;
@Plasticsimpact;3;;;
@PlayOverwatch;1;;;
@PolAnimalAus;6;;;
@PoliBard;1;;;
@PoliceNG;1;;;
@PoliticsLs;1;;;
@Polt223;1;;;
@PopCrave;2;;;
@Popularpro103_;1;;;
@PorraG0;1;;;
@PresidentZT;1;;;
@PridgeWessea;1;;;
@PrimeP;1;;;
@PrisonPlanet;8;;;
@ProPelsTalk;1;;;
@ProcyonServiceG;3;;;
@ProfKlausSchwab;1;;;
@ProfessionaIYB;1;;;
@ProjectLincoln;1;;;
@PromethFire;1;;;
@ProudElephantUS;11;;;
@ProudToBeCanad4;1;;;
@ProvisionistP;1;;;
@PunkinDyer;1;;;
@PurpleSofa1;1;;;
@PutxiWhipped;1;;;
@PvdA;1;;;
@QE4_Countdown;3;;;
@QuakeMedia;1;;;
@QuantumsBack;1;;;
@R28453090;1;;;
@R6Noob_;1;;;
@RAGINxCAJUN;3;;;
@RBReich;6;;;
@RGanley;3;;;
@RLewisReports;1;;;
@RMPrendergast;1;;;
@RMcgillss;1;;;
@RNCResearch;2;;;
@ROBERTP53716986;1;;;
@ROBERT_ROUGE;1;;;
@RRB05871793;5;;;
@RSBNetwork;1;;;
@RT_com;2;;;
@RWMaloneMD;28;;;
@RachelNotley;1;;;
@RagnarLord1979;1;;;
@RahulGandhi;1;;;
@Rainmaker1973;4;;;
@RajBhavanJaipur;1;;;
@RajGovOfficial;1;;;
@RamanSinghSahab;1;;;
@Ramjet5858;1;;;
@Randi_gowithGod;1;;;
@RandyRRQuaid;1;;;
@RandyTreibel;1;;;
@RangerBigBBS;2;;;
@Ranting_Trans;1;;;
@Rap;6;;;
"@RashidaTlaib""";1;;;
@RavMABAY;1;;;
@RawAFMovies;1;;;
@RayMinehane;1;;;
@Rea1Hanniba1;5;;;
@RealAltonacke;5;;;
@RealArancini;1;;;
@RealCandaceO;1;;;
@RealDeanCain;5;;;
@RealGeoEngWatch;1;;;
@RealGregorad;1;;;
@RealJamesWoods;1;;;
@RealJonLloyd1;1;;;
@RealLamkins;1;;;
@RealMcQuel;2;;;
@RealMikeDelta1;1;;;
@RealSAIO;1;;;
@Realnotdreamer;2;;;
@Reaverbean;1;;;
@RebeccaforReal;1;;;
@Reclusive_Thorn;2;;;
@RedLightning420;1;;;
@RedOnWight;3;;;
@RedPanda6471;1;;;
@ReeverTransport;1;;;
@ReformLewis;2;;;
@Reilly2020;5;;;
@RenateKuenast;1;;;
@RenayCharlotte;1;;;
@RepAOC;1;;;
@RepArmstrongND;2;;;
@RepLloydDoggett;1;;;
@RepMTG;25;;;
@RepMalliotakis;1;;;
@RepMarkGreen;1;;;
@RepSwalwell;1;;;
@RepTroyNehls;2;;;
@RepublicanRehab;1;;;
@Retrochcop;1;;;
@ReturnOfSeymour;1;;;
@Reuters;2;;;
@RexChapman;1;;;
@RexxMosez;1;;;
@RicFlairNatrBoy;1;;;
@RicSikora;1;;;
@RichardAHolcom1;1;;;
@Ricksolve;1;;;
@Rightisred;1;;;
@RishabhPant17;1;;;
@RishiSunak;6;;;
@RisingDisciples;1;;;
@RitaPanahi;55;;;
@Rjv3J;1;;;
@Road_Closed1984;1;;;
@Roadshow11235;9;;;
@Roark_Architect;2;;;
@Rob25864425;1;;;
@RobSchneider;2;;;
@Robbo03137398;1;;;
@Robert76907841;2;;;
@RobertD38259050;1;;;
@RobertJohnDavi;28;;;
@RobertKennedyJr;2;;;
@RobertNoah2017;1;;;
@RobinApplebyMD;2;;;
@Robin_Hagues;1;;;
@Roblox;2;;;
@Robnevin01;1;;;
@Rocker7859;1;;;
@Rocky35418823;1;;;
@RoelofBoer;5;;;
@RogTallbloke;4;;;
@RogerHelmerMEP;1;;;
@RomanSMB1;1;;;
@RonDanielWetask;1;;;
@RonDeSantisFL;1;;;
@RonFancy;3;;;
@RonFilipkowski;3;;;
@RossKirby14;7;;;
@Rothbard1776;1;;;
@Route_60plus;1;;;
@Roxy74146030;1;;;
@RoyLovesAmerica;1;;;
@RoyPentland;9;;;
@RoyQHobbs;1;;;
@Royalacresrod;1;;;
@RpsAgainstTrump;4;;;
@RstrixxX;4;;;
@RubenVardanyan_;1;;;
@RudyGiuliani;1;;;
@RuralLegend;1;;;
@RushhourP;2;;;
@RussellKirlin;2;;;
@RyanAFournier;1;;;
@SBCranford;1;;;
@SBF_FTX;1;;;
@SCutwell;1;;;
@SDonziger;1;;;
@SEpatov;1;;;
@SMSforMI51;1;;;
@SNAKEPLISSK3N;1;;;
@SNOWMAN157804;1;;;
@SNetzley;1;;;
@SUITE911;1;;;
@SZOMB;1;;;
@S_D_Mannix;1;;;
@SaWilliamson9;1;;;
@SabataMichelle;1;;;
@SadhguruJV;1;;;
@SafakTimur;1;;;
@SagCat1985;5;;;
@SageHarpuia06;1;;;
@SageThinker99;4;;;
@SaleemulHuq2;2;;;
@SaltyTanker2;1;;;
@SameeraKhan;1;;;
@Samfr;1;;;
@Samfrspare;1;;;
@SamirKayande;1;;;
@SammyJentle;1;;;
@Sammy_Roth;4;;;
@SandroDemaio;1;;;
@SankaraV2020;1;;;
@SantaDecides;1;;;
@Santos4Congress;1;;;
@SaraHor76174949;6;;;
@SaranshBajpai2;1;;;
@Sargon_of_Akkad;1;;;
@Sasha67Oz;1;;;
@Sasquatch4eva;3;;;
@Satoshi2k21;3;;;
@Satoshimoto2;1;;;
@ScaryTimesNow;1;;;
@Schickie;1;;;
@ScienceBlog3;1;;;
@Scott4WA8;1;;;
@ScottAdamsSays;24;;;
@ScottCrossney;5;;;
@ScottDuncanWX;1;;;
@ScottTheGeo;1;;;
@ScottWalker;1;;;
@Scruffalufigus;1;;;
@Sdg13Un;2;;;
@SeQueLiCity;1;;;
@SeanDuffyWI;2;;;
@Sean_Sako;2;;;
@SebGorka;1;;;
@SecBlinken;3;;;
@SecretaryPete;1;;;
@SeekerTheGreat1;1;;;
@SeibtNaomi;6;;;
@SelbyK8;1;;;
@SenSanders;4;;;
@SenSchumer;1;;;
@Sen_JoeManchin;1;;;
@SenateDems;1;;;
@SenateGOP;2;;;
@SenatorCardin;1;;;
@SenatorHousakos;1;;;
@SenatorSinema;1;;;
@SesshaBatto;1;;;
@Sey_online;1;;;
@ShadowWilliam7;1;;;
@Shadowzerg;1;;;
@Shafiq_Ahmed;1;;;
@ShakenNORT4;1;;;
@ShaneJa16905901;3;;;
@Shaviooo;2;;;
@ShawnRWillson;1;;;
@Shawn_Farash;1;;;
@ShayBlondie;1;;;
@ShaytanTruth;3;;;
@SheSternly;1;;;
@ShellenbergerMD;2;;;
@ShellyRKirchoff;1;;;
@SheriLaBrant;1;;;
@ShieldofFaithBC;1;;;
@ShinMegamiJimi;9;;;
@ShivThakare9;1;;;
@Shopdogg2;3;;;
@SierraWhiskee;1;;;
@SieurdePonthieu;1;;;
@Siilentz1k;1;;;
@SilverbackSense;1;;;
@Silvercreeklady;1;;;
@SimonThomason4;1;;;
@Simstersnose;2;;;
@SirGrahamBrady;1;;;
@SirbastianMac;1;;;
@SisseyMcGill;1;;;
@SisterSarahWise;7;;;
@SjamieIt;1;;;
@Skrued1;1;;;
@SkyNews;5;;;
@SkyNewsAust;1;;;
@SnarkyDr;6;;;
@SniemN;1;;;
@SnoJusticeBro;1;;;
@SnoJusticeCuz;1;;;
@Snowden;2;;;
@SohanBMYP;2;;;
@SolarCoinNews;1;;;
@SomeSis1;1;;;
@SouthwestAir;6;;;
@SpaceX;1;;;
@Spaceman_1941;1;;;
@SparksN123;1;;;
@Sparrow3582;1;;;
@Spencerfletch0;6;;;
@SpiritofHo;1;;;
@SpiroAgnewGhost;1;;;
@Sports_Himanshu;2;;;
@StarsNStripes22;1;;;
@StephanieKelton;3;;;
@Stephen90045069;5;;;
@StereoIncognito;1;;;
@SteveBarclay;1;;;
@SteveDe00589901;1;;;
@SteveFlood3;1;;;
@SteveJenks63;2;;;
@SteveRickettsSP;4;;;
@SteveSchmidtSES;1;;;
@StewartButton;3;;;
@StigAbell;1;;;
@StockRetail;1;;;
@StockSwingAlert;1;;;
@Stonekettle;1;;;
@StrangeFunnies;1;;;
@Strangestarss;1;;;
@Stubo96781167;1;;;
@StudioBagazo;3;;;
@SuchandrikaC;1;;;
@SueHigginson_;1;;;
@Sue_MamaBear;1;;;
@SumErgoMonstro;1;;;
@SummersWave;1;;;
@SunWeatherMan;1;;;
@Sunpoches;1;;;
@SuperLazy6;1;;;
@Sustainable2050;2;;;
@SvarfvarSea;3;;;
@Swampissilly;1;;;
@SwearingForex;3;;;
@SwedenAmbBD;2;;;
@SwissAmbBD;2;;;
@SymonsYahoo;4;;;
@Synyster63;1;;;
@TDLockett12;1;;;
@THEJamesWhale;2;;;
@TIMEHistory;1;;;
@TIMGOLDFINCH;3;;;
@TJLakers01;1;;;
@TODAYshow;1;;;
@TOPDOGE007;1;;;
@TPostMillennial;3;;;
@TSN_Sports;1;;;
@TWTThisIsNow;1;;;
@TXpatriot777USA;1;;;
@TXsharon;1;;;
@TYT;1;;;
@TackettWendi;1;;;
@TacoforFive1;1;;;
@Tadel;1;;;
@TaiDecker;1;;;
@TalkTV;2;;;
@Tam_Khan;1;;;
@Tam_Resist;1;;;
@TangoGolfSierr1;1;;;
@TanyaHi22141748;2;;;
@TanyaLo71451896;2;;;
@TaraBull808;9;;;
@TastyMorsel6;1;;;
@TaylorRMarshall;5;;;
@Teebaby19588204;1;;;
@Telegraph;1;;;
@TerribleMaps;1;;;
@TerryFahey3;1;;;
@Tesla;7;;;
@TeslaCharging;1;;;
@Tesz;1;;;
@TexasChildrens;1;;;
@TexasLindsay_;1;;;
@That716Guy;1;;;
@ThatDamnFly;1;;;
@The1stLadybug;1;;;
@The20thOfApril;1;;;
@TheAnimeTrainer;1;;;
@TheBabylonBee;121;;;
@TheBuffaloNews;1;;;
@TheCVF;2;;;
@TheCryptoKennel;1;;;
@TheDannyEspada;1;;;
@TheDevilPrayer;1;;;
@TheDisproof;1;;;
@TheFinalRabbi;1;;;
@TheFlatEartherr;1;;;
@TheGreatBigC97;1;;;
@TheGreenParty;1;;;
@TheJRECompanion;1;;;
@TheLandsNotOurs;1;;;
@TheNewDailyAu;1;;;
@TheOnion;1;;;
@TheOtherGordon;1;;;
@ThePamdemic;1;;;
@TheReaganRanch;1;;;
@TheRealCoryElia;1;;;
@TheRickWilson;1;;;
@TheRickyDavila;1;;;
@TheRightMelissa;5;;;
@TheSpurrShow;1;;;
@TheTeamJaruno;1;;;
@TheTorontoSun;1;;;
@Theresa_Chapple;2;;;
@ThereseOSulliv2;4;;;
@ThinkerFl;1;;;
@ThisIsKyleR;3;;;
@ThisisRaysBlog;2;;;
@ThomasMHern;1;;;
@ThomasSirianni2;3;;;
@ThorHC11;1;;;
@Thumberlina10;1;;;
@Thuso1Africa;1;;;
@ThyArtGaming;1;;;
@Tiberious_Nero;1;;;
@Tibiyo1;1;;;
@TimRunsHisMouth;3;;;
@Tim_Burgess;1;;;
@Timcast;2;;;
@Timeforfreespe1;1;;;
@TimiWinn;1;;;
@TinthDoctor;1;;;
@TlVidz;1;;;
@ToTinkCO;2;;;
@ToddLaudy;3;;;
@Toddcun48578335;1;;;
@ToganJoe;3;;;
@Tom575935021;1;;;
@TomDoubting;1;;;
@TomFitton;31;;;
@TomMasontime;1;;;
@TomPlesier;2;;;
@TomWatzke;1;;;
@TomWhatsoeverB;4;;;
@TomiLahren;2;;;
@TommyRobinsonNS;1;;;
@TomoLovesNature;1;;;
@TonesVanessa;1;;;
@Tony40335450;1;;;
@Tony94647294;1;;;
@TonyClimate;24;;;
@ToscaAusten;1;;;
@TreatHunterDog;1;;;
@TrollingNWO;1;;;
@TroyAHendrix;1;;;
@TroyM860;1;;;
@TrueBluPatriot;1;;;
@TrumpLOST5;3;;;
@Trump_Lost_LOL_;1;;;
@Trumpbangskids;1;;;
@TrumpsPrettyWom;1;;;
@TrungTPhan;1;;;
@TruthPyRate;1;;;
@Tsogang3;1;;;
@TulsiGabbard;1;;;
@Twitsaresheep;1;;;
@Twitter;2;;;
@TwitterSupport;3;;;
@TwoSides1Truth;1;;;
@TxStHistAssoc;1;;;
@Typhonblue;1;;;
@TysonBarker8;1;;;
@UKFootball;1;;;
@UKLabour;1;;;
@UNDP_BD;2;;;
@UNGeneva;1;;;
@USAMichaelB;3;;;
@USATODAY;1;;;
@USDOT;4;;;
@USMC_Razorback;3;;;
@USNA_73;9;;;
@US_Stormwatch;15;;;
@UTDmaza;1;;;
@Ugaman01;3;;;
@UlaLomu;3;;;
@UlkaKelkar;1;;;
@UmicoreGroup;1;;;
@UncleChopperRIP;2;;;
@UniWatch;1;;;
@Unknowndhwhi;2;;;
@VP;2;;;
@VVD;1;;;
@VaccinesLove;2;;;
@ValMackinnon;3;;;
@ValaAfshar;1;;;
@Vander_Dude;5;;;
@VanquishAudio;7;;;
@VaushV;6;;;
@Vellixx;1;;;
@Veritatem2021;12;;;
@VeteranTakeBack;1;;;
@Vic_Gill;1;;;
@Victoria59L;1;;;
@Victorshi2020;2;;;
@VinceGottalotta;3;;;
@VirtuaIRepublic;1;;;
@VitalikButerin;1;;;
@VivienL57033775;1;;;
@Vlaamse_Zaak;1;;;
@VtTbQW9s3xjPOow;1;;;
@WBEN;1;;;
@WBrettWilson;1;;;
@WGRZ;1;;;
@WKBW;2;;;
@WKCosmo;1;;;
@WRIClimate;1;;;
@WSBChairman;1;;;
@WTPAreTheNews;3;;;
@WVGooner420;1;;;
@WackedinBC;1;;;
@WackyJackyNFT;1;;;
@WaheedaComrade;1;;;
@WajahatAli;1;;;
@WakioDorcas;3;;;
@WallStreetSilv;3;;;
@Wallisbadgerson;4;;;
@WanderingGaia;1;;;
@WarrenCountyGov;1;;;
@WarriorWomanDr;1;;;
@WashedReese;1;;;
@WayneAllanH;6;;;
@WeAreCanProud;4;;;
@WeDontHaveTime;16;;;
@WeRone777;4;;;
@Weatherman31074;1;;;
@WebGuyTV;3;;;
@WebcamAcademyX;1;;;
@Wegmans;1;;;
@WeiZhangAtmos;4;;;
@WelbornBeege;1;;;
@WendiLin10;1;;;
@WernerReinhard5;5;;;
"@WesleyHuntTX""";1;;;
@WesleyHuntTX;1;;;
@Whatdoesitmake;1;;;
@Whateve13391950;1;;;
@Where_Is_WaDo;1;;;
@WhiteHouse;6;;;
@WhiteWi13;2;;;
@WholeMarsBlog;2;;;
@WhoresofYore;1;;;
@WillBlackWriter;1;;;
"@WillCafe2""";1;;;
@WillHarrisAOAF;1;;;
@Willard1951;1;;;
@WilliamBonnei;4;;;
@Willy1000;1;;;
@WindFmAnalytics;5;;;
@Winston_Smith80;1;;;
@Wirbelwind_;1;;;
@WireFans;1;;;
@WontCaveDave;1;;;
@WoodyHayesTOSU;1;;;
@WxNB_;3;;;
@XBT_fi;1;;;
@XRebellionUK;1;;;
@XopxeZ;1;;;
@Y0L0Jo;1;;;
@Yahoo;1;;;
@YaleE360;2;;;
@YazbekWehbe;1;;;
@Yemi__Ajayi;1;;;
@YouAreLobbyLud;1;;;
@YouTube;1;;;
@Z3RO_Y34R;1;;;
@ZSkeledzic;1;;;
@Zacaea;1;;;
@Zaiken64;1;;;
@ZaleskiLuke;6;;;
@Zane1968;5;;;
"@ZaynAratos""";1;;;
@Zerosumgame33;1;;;
@ZiZou_109;2;;;
@ZikdaGoat;2;;;
@ZillionRoss;1;;;
@Zirnike;3;;;
@ZntvA;1;;;
@ZombiePiano;6;;;
@ZssBecker;1;;;
@_DMclynn;1;;;
@_Janey_J;1;;;
@_Kel_Varnsen_;1;;;
@_LibertyLady;1;;;
@_Masterseye;1;;;
@_Peace_Love_US;1;;;
@_PoppyBlake_;1;;;
"@__R_I_C_O____""";1;;;
@_aussie17;2;;;
@_esooMoose_;1;;;
@aIeekss;1;;;
@aSinister;8;;;
@aaa21usa;1;;;
@aargreen;3;;;
@aaru_03;1;;;
@aarysing;1;;;
@abetrade;1;;;
@abline11;1;;;
@acorman727;3;;;
@acuna_r;1;;;
@adinross;1;;;
@adriandix;1;;;
@agentsinaction;5;;;
@agidgetwidget;1;;;
@aimeeterese;1;;;
@aingadecada;1;;;
@airjaxx;1;;;
@ajk3000;1;;;
@ajlieshere;1;;;
@ajthe14thdoctor;1;;;
@akafacehots;26;;;
@alan_lingwood;1;;;
@alecwhitewolf;1;;;
@aleshadalin;1;;;
@alessa_jenner;1;;;
@alex_avoigt;2;;;
@alex_obi15;1;;;
@alexberesfordTV;1;;;
"@algore""";1;;;
@algore;11;;;
@aliciakearns;1;;;
@almostoneword;2;;;
@alonso_dm;1;;;
@alvy1972;1;;;
@amaconthetrack;2;;;
@amadi_254;1;;;
@americanwire_;2;;;
@ammocrypta;1;;;
@amsterdammed;1;;;
@amyliztweets;1;;;
@anandmahindra;1;;;
@andrewtate;1;;;
@android21539794;5;;;
@angie_anson;1;;;
@anime_simp2016;1;;;
@anna_sky9;2;;;
@annbauerwriter;1;;;
@anothertantrum;1;;;
@apgretriever;1;;;
@apoxalyps1;1;;;
@arrivaessex;1;;;
@arthur_eckart;1;;;
@arthurwatkins;4;;;
@artvandalayLTD;1;;;
@arwen_786;1;;;
@asya_lebedev;1;;;
@atensnut;1;;;
@atriana;1;;;
@atrupar;5;;;
@augustdee42;1;;;
@auroramalet;1;;;
@autozone;1;;;
@backtolife_2023;1;;;
@baldguyinit;1;;;
@balls95652097;1;;;
@barnes_law;2;;;
@baronofbarons;3;;;
@barstoolsports;1;;;
@barua_ashish;3;;;
@batalysta;1;;;
@bbcquestiontime;2;;;
@bbcweather;1;;;
@bbqsmokemann;1;;;
@bc_storm_watch;1;;;
@bdomenech;1;;;
@beamanforreal;1;;;
@beardedbarman;1;;;
@beatmastermatt;1;;;
@belledejour_uk;2;;;
@ben_kew;7;;;
@bendreyfuss;1;;;
@benmooreau;5;;;
@bennyjohnson;1;;;
@benonwine;3;;;
@benshapiro;15;;;
@berningmama412;1;;;
@berry_hardman;4;;;
@bevan_odonohue;1;;;
@beyond_reasons;1;;;
@bigpuffdaddy69;1;;;
@bigrod731;1;;;
@billgates;1;;;
@billyrr3;1;;;
@billyweather;1;;;
@birgitomo;16;;;
@bkiser8212;1;;;
@blooworld;2;;;
@blu3eyedbabii45;1;;;
@bmolo316;1;;;
@bob_alian;1;;;
@bobclendenin;3;;;
@boblister_poole;1;;;
@bodhi_child;5;;;
@bonchieredstate;1;;;
@bondrene1;2;;;
@borenbears;1;;;
@boymommaspc;1;;;
@bri_sacks;1;;;
@brian420akaKing;1;;;
@bringsmileback5;1;;;
@brithume;1;;;
@bruce_steiner;1;;;
@buckingfankers;3;;;
@bulliedbrain;1;;;
@burniethompson;1;;;
@bussulykke;1;;;
@bwv10522;1;;;
@bzarb8n1;1;;;
@c3t1p99;4;;;
@c_m_dangelo;1;;;
@caerbannog666;6;;;
@cafeweltschmerz;1;;;
@calebsmith203;1;;;
@calleymeans;1;;;
@calxandr;1;;;
@camstreet1;1;;;
@canammissing;1;;;
@cari_kent;1;;;
@carlosalcaraz;1;;;
@caroline_bcn3;1;;;
@carolinecwilder;1;;;
@catturd2;2;;;
@cb_doge;1;;;
@cbeckj;4;;;
@cburst;1;;;
@chabs60;5;;;
@cher;1;;;
@chigrl;1;;;
@choosefreedomf1;4;;;
@chris_from_fb;1;;;
@chrischirp;1;;;
@chrsomalley;1;;;
@chukishima;1;;;
@cieloyla;5;;;
@cigarwhiskey77;1;;;
@cjcheesecake;1;;;
@cjtjgeol;1;;;
@ckkoch3;1;;;
@cl1ntonserver;1;;;
@claire_pearsall;1;;;
@claudiatenney;1;;;
@climate_fact;7;;;
@climate_ice;2;;;
@climatemessages;1;;;
@closs_jeff;1;;;
@clouthub;1;;;
@cmschroe9;2;;;
@coffee_anytime;2;;;
@collinrees;1;;;
@collins_inguvu;1;;;
@coolertalkreno;1;;;
@copseworker;1;;;
@corbinsabol;2;;;
@corybernardi;3;;;
@covid_parent;1;;;
